game,covered,turns_logged,turns_matched,first_mismatch_field,first_mismatch_side_turn,mismatch_fields,mismatch_detail,ambiguous_order_turns,ambiguous_order_turns_matched,targeted_spells,targeted_spells_matched,labels_land,labels_spell,labels_attack,labels_block,unamb_land,unamb_spell,unamb_attack,unamb_block,forced_fails_before_mismatch,engine_status,ms
226,1,9,5,oppo_life,user_6,oppo_life,oppo_life: log=16 engine=17,6,4,1,1,4,6,0,0,0,0,0,0,2,ok,426
239,1,7,3,user_creatures,oppo_4,user_creatures,user_creatures: log_only=[] engine_only=['glimmer'],4,2,1,0,3,2,1,0,1,0,1,0,0,ok,252
252,1,11,5,user_lands,user_6,user_lands user_creatures user_hand,user_lands: log_only=['island'] engine_only=[] ; user_creatures: log_only=['glimmer'] engine_only=[] ; user_hand: log_only=['meat locker'] engine_only=['glimmerburst'],8,3,5,2,4,4,3,0,1,1,3,0,4,ok,478
265,1,10,5,user_creatures,user_6,user_creatures,user_creatures: log_only=['irreverent gremlin'] engine_only=['bashful beastie'],7,4,1,0,5,4,1,0,1,0,1,0,0,ok,434
281,1,6,1,user_hand,user_2,user_hand,user_hand: log_only=['violent urge'] engine_only=['enduring vitality'],6,1,0,0,1,1,0,0,0,0,0,0,0,ok,223
283,1,8,3,user_creatures,oppo_4,user_creatures user_noncreatures user_hand,"user_creatures: log_only=['terramorphic expanse'] engine_only=[] ; user_noncreatures: log_only=[""shardmage's rescue""] engine_only=[] ; user_hand: log_only=[] engine_only=[""shardmage's rescue""]",3,1,1,1,3,2,0,0,2,0,0,0,1,ok,221
286,1,11,4,user_hand,user_5,user_hand,user_hand: log_only=['moldering gym'] engine_only=['enter the enigma'],7,3,2,1,4,3,0,0,1,0,0,0,1,ok,271
290,1,7,4,oppo_life,user_5,oppo_life,oppo_life: log=13 engine=12,5,3,0,0,4,3,2,0,1,0,2,0,0,ok,262
308,1,12,1,user_hand,user_2,user_hand,user_hand: log_only=['meat locker'] engine_only=['trapped in the screen'],6,0,3,0,1,0,0,0,1,0,0,0,0,ok,458
309,1,7,2,oppo_life,user_3,oppo_life,oppo_life: log=18 engine=16,6,2,1,0,2,2,0,0,0,0,0,0,1,ok,211
330,1,8,2,oppo_life,user_3,oppo_life user_creatures user_hand,"oppo_life: log=18 engine=20 ; user_creatures: log_only=['oblivious bookworm'] engine_only=[] ; user_hand: log_only=[] engine_only=[""don't make a sound""]",4,1,2,0,2,1,0,0,1,0,0,0,2,ok,205
334,1,8,3,user_creatures,oppo_4,user_creatures user_noncreatures oppo_hand,user_creatures: log_only=[] engine_only=['piggy bank'] ; user_noncreatures: log_only=['treasure'] engine_only=[] ; oppo_hand: log=4 engine=5,6,3,1,0,3,3,4,0,0,0,4,0,2,ok,241
349,1,9,1,user_creatures,user_2,user_creatures oppo_hand,user_creatures: log_only=[] engine_only=['piranha fly'] ; oppo_hand: log=5 engine=6,7,0,0,0,1,0,0,0,1,0,0,0,1,ok,322
357,1,12,3,oppo_hand,oppo_4,oppo_hand,oppo_hand: log=3 engine=4,5,3,2,1,4,3,2,0,1,0,2,0,2,ok,339
375,1,3,2,oppo_hand,oppo_3,oppo_hand,oppo_hand: log=3 engine=2,1,1,0,0,2,1,0,0,1,0,0,0,0,ok,58
394,1,10,2,oppo_life,user_3,oppo_life user_creatures,oppo_life: log=20 engine=18 ; user_creatures: log_only=[] engine_only=['reluctant role model'],6,1,1,0,2,1,0,0,1,0,0,0,1,ok,374
400,1,8,4,oppo_life,user_5,oppo_life,oppo_life: log=18 engine=19,7,3,1,0,4,3,2,0,1,0,2,0,0,ok,321
402,1,14,4,user_life,oppo_5,user_life,user_life: log=17 engine=18,6,2,3,0,4,4,2,0,2,1,2,0,1,ok,565
406,1,8,2,oppo_life,user_3,oppo_life,oppo_life: log=16 engine=17,4,1,0,0,2,1,0,0,1,0,0,0,0,ok,209
430,1,9,5,user_hand,user_6,user_hand,user_hand: log_only=['forest'] engine_only=['enduring curiosity'],8,4,0,0,5,4,3,0,1,0,3,0,0,ok,306
434,1,7,3,user_creatures,oppo_4,user_creatures,user_creatures: log_only=['forest'] engine_only=['plains'],4,2,1,0,4,2,1,0,2,0,1,0,0,ok,158
437,1,7,1,user_hand,user_2,user_hand,user_hand: log_only=['wickerfolk thresher'] engine_only=['miasma demon'],5,0,1,0,1,0,0,0,1,0,0,0,0,ok,120
460,1,7,2,user_lands,user_3,user_lands user_hand,user_lands: log_only=['forest'] engine_only=[] ; user_hand: log_only=[] engine_only=['slavering branchsnapper'],4,1,1,0,2,1,0,0,1,0,0,0,1,ok,153
489,1,12,2,user_life,oppo_3,user_life,user_life: log=18 engine=19,5,1,2,0,2,1,0,0,1,0,0,0,0,ok,479
495,1,8,3,oppo_life,user_4,oppo_life user_creatures user_hand,"oppo_life: log=20 engine=22 ; user_creatures: log_only=['gremlin', 'razorkin hordecaller'] engine_only=[] ; user_hand: log_only=[] engine_only=['razorkin hordecaller']",5,2,1,0,3,2,0,0,1,0,0,0,3,ok,163
509,1,9,2,user_hand,oppo_3,user_hand,user_hand: log_only=['mountain'] engine_only=['bedhead beastie'],4,0,1,0,2,0,0,0,2,0,0,0,0,ok,242
512,1,15,1,user_hand,oppo_2,user_hand,user_hand: log_only=['forest'] engine_only=['slavering branchsnapper'],6,0,1,0,2,0,0,0,2,0,0,0,0,ok,189
513,1,9,2,user_life,oppo_3,user_life,user_life: log=17 engine=18,8,2,0,0,2,2,1,0,0,0,1,0,0,ok,116
514,1,9,4,user_noncreatures,user_5,user_noncreatures,user_noncreatures: log_only=['glassworks'] engine_only=['nowhere to run'],8,4,0,0,4,4,3,0,0,0,3,0,1,ok,270
516,1,10,3,user_creatures,user_4,user_creatures user_hand,user_creatures: log_only=['wary watchdog'] engine_only=[] ; user_hand: log_only=[] engine_only=['wary watchdog'],5,2,1,1,3,2,0,0,1,0,0,0,1,ok,253
528,1,10,3,oppo_life,user_4,oppo_life,oppo_life: log=16 engine=15,4,1,1,0,2,2,1,0,1,1,1,0,0,ok,253
543,1,9,2,oppo_life,user_3,oppo_life,oppo_life: log=17 engine=18,4,1,0,0,2,1,0,0,1,0,0,0,0,ok,352
547,1,9,6,oppo_hand,oppo_7,oppo_hand,oppo_hand: log=3 engine=1,4,2,2,0,4,4,3,3,2,2,3,3,1,ok,250
558,1,11,3,user_creatures,user_4,user_creatures,user_creatures: log_only=['spineseeker centipede'] engine_only=[],6,2,5,0,3,2,1,0,1,0,1,0,0,ok,300
564,1,8,3,user_creatures,oppo_4,user_creatures,user_creatures: log_only=['fear of surveillance'] engine_only=['living phone'],4,2,0,0,3,2,1,0,1,0,1,0,0,ok,363
569,1,9,2,user_hand,oppo_3,user_hand,"user_hand: log_only=[""duskmourn's domination""] engine_only=['vanish from sight']",5,2,0,0,3,2,1,0,1,0,1,0,0,ok,292
593,1,7,4,oppo_life,user_5,oppo_life,oppo_life: log=11 engine=12,4,3,1,0,4,4,0,0,1,0,0,0,0,ok,175
604,1,9,2,user_life,oppo_3,user_life,user_life: log=17 engine=20,5,2,1,0,3,2,0,0,1,0,0,0,0,ok,287
621,1,10,3,user_creatures,user_4,user_creatures user_hand,user_creatures: log_only=['unstoppable slasher'] engine_only=['forest'] ; user_hand: log_only=['forest'] engine_only=['oblivious bookworm'],4,1,0,0,3,1,0,0,2,0,0,0,0,ok,335
624,1,7,2,user_creatures,user_3,user_creatures user_noncreatures user_hand,"user_creatures: log_only=['popular egotist', 'swamp'] engine_only=[] ; user_noncreatures: log_only=[] engine_only=['disturbing mirth'] ; user_hand: log_only=['mountain', 'popular egotist'] engine_only=['clockwork percussionist', 'spectral snatcher']",5,1,2,0,2,1,0,0,1,0,0,0,0,ok,209
629,1,9,4,user_hand,oppo_5,user_hand,user_hand: log_only=['fear of immobility'] engine_only=['island'],5,3,0,0,4,3,1,1,1,0,1,1,0,ok,250
633,1,10,3,oppo_hand,oppo_4,oppo_hand,oppo_hand: log=4 engine=3,7,2,1,1,3,2,0,0,1,0,0,0,1,ok,427
634,1,9,2,user_hand,user_3,user_hand,user_hand: log_only=['mountain'] engine_only=['bashful beastie'],4,1,3,0,2,1,0,0,1,0,0,0,0,ok,221
638,1,7,4,user_creatures,user_5,user_creatures,user_creatures: log_only=['spirit'] engine_only=[],4,2,2,0,4,2,1,0,2,0,1,0,0,ok,142
646,1,8,3,user_creatures,user_4,user_creatures,user_creatures: log_only=['murky sewer'] engine_only=[],4,3,0,0,3,3,0,0,0,0,0,0,2,ok,154
647,1,11,3,user_creatures,user_4,user_creatures,user_creatures: log_only=['plains'] engine_only=['savior of the small'],6,2,3,1,3,2,0,1,1,0,0,1,1,ok,307
650,1,8,2,user_lands,user_3,user_lands user_hand,"user_lands: log_only=['mountain'] engine_only=[] ; user_hand: log_only=['turn inside out'] engine_only=['bashful beastie', 'mountain']",4,1,1,0,2,1,0,0,1,0,0,0,1,ok,166
653,1,8,4,oppo_life,user_5,oppo_life user_creatures,oppo_life: log=16 engine=17 ; user_creatures: log_only=['spirit'] engine_only=[],5,3,0,0,4,3,1,0,1,0,1,0,0,ok,213
677,1,7,3,oppo_life,user_4,oppo_life user_lands user_hand,oppo_life: log=20 engine=19 ; user_lands: log_only=['forest'] engine_only=[] ; user_hand: log_only=[] engine_only=['omnivorous flytrap'],3,1,2,0,3,1,0,0,2,0,0,0,1,ok,144
680,1,6,5,user_life,oppo_6,user_life oppo_life user_creatures user_noncreatures oppo_hand,user_life: log=21 engine=20 ; oppo_life: log=11 engine=12 ; user_creatures: log_only=['mountain'] engine_only=[] ; user_noncreatures: log_only=[] engine_only=['disturbing mirth'] ; oppo_hand: log=3 engine=4,4,4,1,1,5,5,4,0,1,0,4,0,1,ok,90
686,1,6,2,user_hand,user_3,user_hand,user_hand: log_only=['sawblade skinripper'] engine_only=['vengeful possession'],5,2,1,0,2,2,1,0,0,0,1,0,0,ok,118
688,1,9,3,oppo_life,user_4,oppo_life,oppo_life: log=16 engine=15,6,2,3,1,3,2,1,0,1,0,1,0,0,ok,237
712,1,8,5,oppo_hand,oppo_6,oppo_hand,oppo_hand: log=4 engine=3,4,3,2,2,5,3,0,0,2,0,0,0,3,ok,272
726,1,6,3,oppo_hand,oppo_4,oppo_hand,oppo_hand: log=3 engine=4,5,2,1,0,3,2,1,0,1,0,1,0,2,ok,203
736,1,12,5,user_hand,user_6,user_hand,user_hand: log_only=['surgical suite'] engine_only=['fear of surveillance'],5,3,1,1,5,4,0,0,2,0,0,0,0,ok,378
748,1,9,2,user_hand,oppo_3,user_hand,user_hand: log_only=['swamp'] engine_only=['spectral snatcher'],5,1,2,0,3,1,1,0,2,0,1,0,0,ok,235
762,1,11,4,user_hand,user_5,user_hand,user_hand: log_only=['overlord of the hauntwoods'] engine_only=['wary watchdog'],9,3,1,0,4,3,2,0,1,0,2,0,0,ok,396
767,1,7,3,user_hand,oppo_4,user_hand,user_hand: log_only=['fear of immobility'] engine_only=['forest'],3,1,1,0,4,1,1,0,3,0,1,0,0,ok,103
786,1,6,2,user_life,user_3,user_life user_creatures,user_life: log=19 engine=18 ; user_creatures: log_only=[] engine_only=['fear of surveillance'],4,1,0,0,2,1,0,0,1,0,0,0,0,ok,106
801,1,12,2,user_creatures,oppo_3,user_creatures user_noncreatures,user_creatures: log_only=['fear of surveillance'] engine_only=[] ; user_noncreatures: log_only=[] engine_only=['unidentified hovership'],5,2,1,0,3,2,1,0,1,0,1,0,0,ok,367
822,1,8,5,oppo_hand,oppo_6,oppo_hand,oppo_hand: log=2 engine=4,5,4,3,2,6,4,8,0,2,0,8,0,4,ok,219
825,1,7,1,user_life,oppo_2,user_life,user_life: log=18 engine=19,4,0,1,0,1,0,0,0,1,0,0,0,0,ok,182
826,1,8,3,oppo_life,user_4,oppo_life user_lands user_hand,oppo_life: log=15 engine=16 ; user_lands: log_only=['island'] engine_only=[] ; user_hand: log_only=[] engine_only=['island'],3,2,2,0,3,2,1,0,1,0,1,0,1,ok,134
830,1,12,2,user_life,oppo_3,user_life,user_life: log=18 engine=20,4,0,2,0,2,0,0,0,2,0,0,0,0,ok,317
836,1,8,3,oppo_life,user_4,oppo_life,oppo_life: log=18 engine=19,5,2,2,0,3,2,0,1,1,0,0,1,0,ok,204
839,1,7,4,oppo_life,user_5,oppo_life user_hand,oppo_life: log=16 engine=18 ; user_hand: log_only=['splitskin doll'] engine_only=[],6,3,0,0,4,4,0,3,1,0,0,3,0,ok,151
848,1,8,1,user_hand,user_2,user_hand,user_hand: log_only=['threats around every corner'] engine_only=['malevolent chandelier'],6,0,3,0,1,0,0,0,1,0,0,0,0,ok,176
858,1,6,2,oppo_hand,oppo_3,oppo_hand,oppo_hand: log=4 engine=5,4,2,1,0,3,2,1,0,1,0,1,0,1,ok,124
859,1,7,1,oppo_hand,oppo_2,oppo_hand,oppo_hand: log=5 engine=4,3,1,3,0,1,1,0,0,0,0,0,0,0,ok,220
886,1,9,3,oppo_life,user_4,oppo_life user_creatures oppo_hand,oppo_life: log=16 engine=18 ; user_creatures: log_only=['creeping peeper'] engine_only=[] ; oppo_hand: log=4 engine=5,8,2,2,0,3,2,1,0,1,0,1,0,0,ok,250
956,1,9,3,user_hand,user_4,user_hand,"user_hand: log_only=['roaring furnace', 'trapped in the screen'] engine_only=['island']",4,1,2,0,3,1,0,0,2,0,0,0,0,ok,250
970,1,7,5,oppo_life,user_6,oppo_life user_lands user_creatures user_hand,oppo_life: log=8 engine=13 ; user_lands: log_only=['forest'] engine_only=[] ; user_creatures: log_only=[] engine_only=['drag to the roots'] ; user_hand: log_only=['drag to the roots'] engine_only=['forest'],5,4,1,0,5,4,3,0,1,0,3,0,0,ok,183
977,1,10,4,user_lands,user_5,user_lands user_hand,user_lands: log_only=['island'] engine_only=[] ; user_hand: log_only=[] engine_only=['island'],7,2,0,0,4,2,0,0,2,0,0,0,1,ok,383
983,1,7,2,user_life,user_3,user_life user_creatures user_hand,user_life: log=18 engine=19 ; user_creatures: log_only=['insidious fungus'] engine_only=[] ; user_hand: log_only=[] engine_only=['insidious fungus'],4,0,0,0,2,0,0,0,2,0,0,0,1,ok,179
993,1,8,3,user_creatures,oppo_4,user_creatures,user_creatures: log_only=[] engine_only=['entity tracker'],6,2,4,0,4,2,1,0,2,0,1,0,0,ok,218
996,1,12,4,user_lands,user_5,user_lands user_creatures,user_lands: log_only=[] engine_only=['swamp'] ; user_creatures: log_only=['swamp'] engine_only=[],7,3,3,2,4,4,0,2,1,0,0,2,1,ok,277
1027,1,8,2,user_life,oppo_3,user_life,user_life: log=17 engine=18,5,1,1,0,2,1,0,0,1,0,0,0,0,ok,252
1036,1,9,2,user_hand,oppo_3,user_hand,"user_hand: log_only=[] engine_only=[""don't make a sound""]",6,1,0,0,2,1,0,0,1,0,0,0,1,ok,240
1038,1,6,3,user_creatures,user_4,user_creatures user_hand,user_creatures: log_only=['hand that feeds'] engine_only=[] ; user_hand: log_only=[] engine_only=['vicious clown'],4,2,0,0,3,2,0,0,1,0,0,0,1,ok,1199
1069,1,12,5,oppo_hand,oppo_6,oppo_hand,oppo_hand: log=4 engine=2,6,4,2,0,4,5,1,1,1,0,1,1,0,ok,1067
1075,1,8,3,user_life,user_4,user_life oppo_life user_creatures,"user_life: log=21 engine=20 ; oppo_life: log=19 engine=20 ; user_creatures: log_only=[""betrayer's bargain"", 'popular egotist'] engine_only=['innocuous rat']",4,2,1,0,3,2,0,0,1,0,0,0,0,ok,396
1079,1,15,2,user_lands,user_3,user_lands user_noncreatures user_hand,user_lands: log_only=['forest'] engine_only=[] ; user_noncreatures: log_only=[] engine_only=['glimmerlight'] ; user_hand: log_only=['glimmerlight'] engine_only=['forest'],9,1,2,0,2,1,0,0,1,0,0,0,0,ok,721
1090,1,7,5,user_creatures,user_6,user_creatures,"user_creatures: log_only=[] engine_only=['defiant survivor', 'wildfire wickerfolk']",5,3,1,1,4,4,5,1,1,1,5,1,1,ok,280
1091,1,8,5,user_life,oppo_6,user_life oppo_hand,user_life: log=9 engine=10 ; oppo_hand: log=3 engine=1,5,4,2,1,4,5,1,0,1,0,1,0,0,ok,473
1099,1,7,2,user_creatures,user_3,user_creatures,user_creatures: log_only=['rampaging soulrager'] engine_only=[],4,2,1,0,2,2,0,0,0,0,0,0,0,ok,245
1105,1,10,3,user_hand,oppo_4,user_hand,user_hand: log_only=['forest'] engine_only=['slavering branchsnapper'],4,0,1,1,3,1,0,0,3,0,0,0,0,ok,297
1106,1,6,3,user_creatures,oppo_4,user_creatures,"user_creatures: log_only=['toby, beastie befriender'] engine_only=['beast']",3,1,1,0,3,1,0,0,2,0,0,0,0,ok,213
1110,1,9,3,user_noncreatures,user_4,user_noncreatures user_hand,user_noncreatures: log_only=['overlord of the boilerbilges'] engine_only=[] ; user_hand: log_only=[] engine_only=['overlord of the boilerbilges'],6,2,2,0,3,2,0,0,1,0,0,0,1,ok,359
1112,1,14,2,user_hand,user_3,user_hand,user_hand: log_only=['bleeding woods'] engine_only=['forest'],11,2,3,1,2,2,0,0,0,0,0,0,0,ok,956
1128,1,6,3,user_hand,oppo_4,user_hand,user_hand: log_only=['island'] engine_only=['daggermaw megalodon'],3,2,1,1,3,2,0,0,1,0,0,0,1,ok,170
1133,1,11,6,user_creatures,oppo_7,user_creatures user_noncreatures oppo_hand,user_creatures: log_only=['spectral snatcher'] engine_only=[] ; user_noncreatures: log_only=[] engine_only=['roaring furnace'] ; oppo_hand: log=2 engine=1,4,4,3,2,7,5,0,0,3,0,0,0,0,ok,639
1137,1,10,4,user_life,oppo_5,user_life oppo_life,user_life: log=14 engine=19 ; oppo_life: log=21 engine=16,7,3,1,1,4,4,4,0,2,0,4,0,3,ok,378
1140,1,11,3,user_life,oppo_4,user_life user_noncreatures user_hand,user_life: log=18 engine=19 ; user_noncreatures: log_only=['nowhere to run'] engine_only=[] ; user_hand: log_only=[] engine_only=['nowhere to run'],5,1,2,0,3,1,0,0,2,0,0,0,0,ok,363
1144,1,11,2,oppo_life,user_3,oppo_life user_creatures user_noncreatures,oppo_life: log=18 engine=19 ; user_creatures: log_only=['clockwork percussionist'] engine_only=[] ; user_noncreatures: log_only=['surgical suite'] engine_only=[],7,1,0,0,2,1,2,0,1,0,2,0,1,ok,384
1155,1,5,3,oppo_life,user_4,oppo_life,oppo_life: log=14 engine=16,4,2,1,0,3,2,1,0,1,0,1,0,0,ok,150
1170,1,7,3,user_life,user_4,user_life oppo_life,user_life: log=27 engine=25 ; oppo_life: log=8 engine=10,4,2,0,0,3,3,1,0,1,0,1,0,0,ok,192
1177,1,11,2,user_life,oppo_3,user_life user_creatures,user_life: log=18 engine=20 ; user_creatures: log_only=[] engine_only=['defiant survivor'],5,2,1,0,3,2,1,0,1,0,1,0,0,ok,278
1179,1,7,1,user_hand,user_2,user_hand,user_hand: log_only=['moldering gym'] engine_only=['tunnel surveyor'],5,0,0,0,1,0,0,0,1,0,0,0,0,ok,248
1184,1,9,3,user_life,oppo_4,user_life,user_life: log=10 engine=11,4,1,0,0,2,2,0,0,1,1,0,0,0,ok,187
1187,1,10,2,user_hand,oppo_3,user_hand,user_hand: log_only=['swamp'] engine_only=['final vengeance'],5,1,3,0,2,1,0,0,1,0,0,0,0,ok,314
1208,1,12,2,user_hand,user_3,user_hand,user_hand: log_only=['wary watchdog'] engine_only=['slavering branchsnapper'],5,1,2,0,2,1,0,0,1,0,0,0,1,ok,357
1228,1,6,2,user_life,oppo_3,user_life,user_life: log=16 engine=18,4,1,2,1,2,1,0,0,1,0,0,0,1,ok,239
1236,1,6,3,oppo_hand,oppo_4,oppo_hand,oppo_hand: log=4 engine=3,5,3,0,0,3,3,0,0,0,0,0,0,0,ok,227
1271,1,8,2,oppo_life,user_3,oppo_life,oppo_life: log=19 engine=20,5,1,1,0,2,1,0,0,1,0,0,0,0,ok,231
1296,1,6,2,user_creatures,user_3,user_creatures,user_creatures: log_only=['the wandering rescuer'] engine_only=[],5,2,1,0,2,2,2,0,0,0,2,0,0,ok,227
1303,1,9,3,user_creatures,oppo_4,user_creatures,user_creatures: log_only=[] engine_only=['cryptid inspector'],5,2,0,0,3,2,0,0,1,0,0,0,0,ok,332
1308,1,9,1,user_hand,user_2,user_hand,user_hand: log_only=['island'] engine_only=['hauntwoods shrieker'],5,1,3,0,1,1,0,0,0,0,0,0,0,ok,657
1311,1,11,1,user_hand,user_2,user_hand,"user_hand: log_only=['razorkin needlehead'] engine_only=['altanak, the thrice-called']",7,1,1,0,1,1,0,0,0,0,0,0,0,ok,241
1346,1,8,3,user_noncreatures,user_4,user_noncreatures,user_noncreatures: log_only=[] engine_only=['cracked skull'],5,2,3,1,3,2,0,0,1,0,0,0,0,ok,246
1348,1,10,4,user_life,oppo_5,user_life user_noncreatures,user_life: log=14 engine=18 ; user_noncreatures: log_only=[] engine_only=['funeral room'],4,3,2,1,5,3,1,0,2,0,1,0,1,ok,288
1354,1,5,3,oppo_life,user_4,oppo_life,oppo_life: log=14 engine=15,3,2,1,0,3,2,2,0,1,0,2,0,0,ok,92
1385,1,5,5,,,,,3,3,0,0,4,4,1,1,1,1,1,0,1,ok,125
1397,1,8,3,user_life,oppo_4,user_life,user_life: log=13 engine=14,5,2,0,0,3,3,2,0,1,1,2,0,1,ok,240
1401,1,6,4,oppo_life,user_5,oppo_life user_creatures user_noncreatures user_hand,oppo_life: log=8 engine=10 ; user_creatures: log_only=['vicious clown'] engine_only=[] ; user_noncreatures: log_only=[] engine_only=['treasure'] ; user_hand: log_only=[] engine_only=['ragged playmate'],5,4,0,0,4,4,4,0,0,0,4,0,2,ok,240
1404,1,10,2,user_life,oppo_3,user_life,user_life: log=17 engine=18,8,1,1,0,2,1,0,0,1,0,0,0,0,ok,376
1415,1,8,1,user_hand,oppo_2,user_hand,user_hand: log_only=['forest'] engine_only=['slavering branchsnapper'],3,0,1,0,2,0,0,0,2,0,0,0,0,ok,167
1442,1,6,5,oppo_life,user_6,oppo_life user_creatures oppo_hand,oppo_life: log=4 engine=7 ; user_creatures: log_only=['under the skin'] engine_only=[] ; oppo_hand: log=4 engine=5,4,4,0,0,5,4,4,0,1,0,4,0,2,ok,125
1444,1,8,3,user_hand,oppo_4,user_hand,user_hand: log_only=['plains'] engine_only=['shepherding spirits'],4,3,0,0,3,3,1,0,0,0,1,0,0,ok,193
1445,1,8,3,user_creatures,user_4,user_creatures user_noncreatures user_hand,"user_creatures: log_only=['insect', 'insect'] engine_only=[] ; user_noncreatures: log_only=['overlord of the mistmoors'] engine_only=[] ; user_hand: log_only=[] engine_only=['overlord of the mistmoors']",5,1,2,0,3,1,0,1,2,0,0,1,1,ok,207
1464,1,7,2,user_life,oppo_3,user_life,user_life: log=18 engine=19,4,0,1,0,2,0,0,0,2,0,0,0,0,ok,186
1465,1,13,2,user_noncreatures,oppo_3,user_noncreatures user_hand,user_noncreatures: log_only=['underwater tunnel'] engine_only=[] ; user_hand: log_only=[] engine_only=['underwater tunnel'],7,1,4,0,2,1,0,0,1,0,0,0,0,ok,637
1483,1,10,5,user_life,oppo_6,user_life user_hand,user_life: log=17 engine=14 ; user_hand: log_only=[] engine_only=['murder'],5,4,3,1,5,4,0,0,1,0,0,0,1,ok,253
1484,1,12,4,user_life,oppo_5,user_life,user_life: log=17 engine=20,9,3,1,0,4,3,3,0,1,0,3,0,0,ok,511
