game,covered,turns_logged,turns_matched,first_mismatch_field,first_mismatch_side_turn,mismatch_fields,mismatch_detail,ambiguous_order_turns,ambiguous_order_turns_matched,targeted_spells,targeted_spells_matched,labels_land,labels_spell,labels_attack,labels_block,unamb_land,unamb_spell,unamb_attack,unamb_block,forced_fails_before_mismatch,engine_status,ms
283,1,8,2,user_creatures,user_3,user_creatures,user_creatures: log_only=['terramorphic expanse'] engine_only=['razorkin hordecaller'],3,0,1,1,2,1,0,0,2,0,0,0,0,ok,188
286,1,11,4,user_creatures,user_5,user_creatures user_hand,user_creatures: log_only=['oblivious bookworm'] engine_only=[] ; user_hand: log_only=[] engine_only=['enter the enigma'],7,3,2,1,4,3,0,0,1,0,0,0,2,ok,322
290,1,7,4,user_creatures,user_5,user_creatures,user_creatures: log_only=['glassworks'] engine_only=['razorkin hordecaller'],5,3,0,0,4,3,2,0,1,0,2,0,0,ok,249
308,1,12,1,user_hand,user_2,user_hand,user_hand: log_only=['meat locker'] engine_only=['trapped in the screen'],6,0,3,0,1,0,0,0,1,0,0,0,0,ok,394
309,1,7,2,oppo_life,user_3,oppo_life,oppo_life: log=18 engine=16,6,2,0,0,2,2,0,0,0,0,0,0,1,ok,195
330,1,8,2,oppo_life,user_3,oppo_life user_creatures user_hand,"oppo_life: log=18 engine=20 ; user_creatures: log_only=['oblivious bookworm'] engine_only=[] ; user_hand: log_only=[] engine_only=[""don't make a sound""]",4,1,2,0,2,1,0,0,1,0,0,0,2,ok,188
334,1,8,3,user_creatures,oppo_4,user_creatures user_noncreatures oppo_hand,user_creatures: log_only=[] engine_only=['piggy bank'] ; user_noncreatures: log_only=['treasure'] engine_only=[] ; oppo_hand: log=4 engine=5,6,3,1,0,3,3,4,0,0,0,4,0,2,ok,250
349,1,9,1,user_creatures,user_2,user_creatures oppo_hand,user_creatures: log_only=[] engine_only=['piranha fly'] ; oppo_hand: log=5 engine=6,7,0,0,0,1,0,0,0,1,0,0,0,1,ok,353
357,1,12,1,user_creatures,user_2,user_creatures,user_creatures: log_only=['patchwork beastie'] engine_only=['forest'],5,0,2,0,1,0,0,0,1,0,0,0,0,ok,427
375,1,3,2,oppo_hand,oppo_3,oppo_hand,oppo_hand: log=3 engine=2,1,1,0,0,2,1,0,0,1,0,0,0,0,ok,58
394,1,10,2,oppo_life,user_3,oppo_life user_creatures,oppo_life: log=20 engine=18 ; user_creatures: log_only=[] engine_only=['reluctant role model'],6,1,1,0,2,1,0,0,1,0,0,0,1,ok,386
400,1,8,4,oppo_life,user_5,oppo_life,oppo_life: log=18 engine=19,7,3,1,0,4,3,2,0,1,0,2,0,0,ok,333
402,1,14,2,user_hand,user_3,user_hand,user_hand: log_only=['break down the door'] engine_only=['vanish from sight'],6,1,4,0,2,1,0,0,1,0,0,0,1,ok,573
406,1,8,2,oppo_life,user_3,oppo_life,oppo_life: log=16 engine=17,4,1,0,0,2,1,0,0,1,0,0,0,0,ok,250
430,1,9,5,user_creatures,user_6,user_creatures user_hand,user_creatures: log_only=['forest'] engine_only=['manifest dread'] ; user_hand: log_only=['forest'] engine_only=['enduring curiosity'],8,4,0,0,5,4,3,0,1,0,3,0,0,ok,361
434,1,7,3,user_creatures,oppo_4,user_creatures,user_creatures: log_only=['forest'] engine_only=['plains'],4,2,1,0,4,2,1,0,2,0,1,0,0,ok,158
437,1,7,1,user_hand,user_2,user_hand,user_hand: log_only=['wickerfolk thresher'] engine_only=['miasma demon'],5,0,1,0,1,0,0,0,1,0,0,0,0,ok,122
460,1,7,2,user_lands,user_3,user_lands user_hand,user_lands: log_only=['forest'] engine_only=[] ; user_hand: log_only=[] engine_only=['slavering branchsnapper'],4,1,1,0,2,1,0,0,1,0,0,0,1,ok,157
489,1,12,2,user_life,oppo_3,user_life,user_life: log=18 engine=19,5,1,2,0,2,1,0,0,1,0,0,0,0,ok,477
495,1,8,3,oppo_life,user_4,oppo_life user_creatures user_hand,"oppo_life: log=20 engine=22 ; user_creatures: log_only=['gremlin', 'razorkin hordecaller'] engine_only=[] ; user_hand: log_only=[] engine_only=['razorkin hordecaller']",5,2,1,0,3,2,0,0,1,0,0,0,3,ok,158
509,1,9,2,user_hand,oppo_3,user_hand,user_hand: log_only=['mountain'] engine_only=['bedhead beastie'],4,0,1,0,2,0,0,0,2,0,0,0,0,ok,267
512,1,15,1,user_hand,oppo_2,user_hand,user_hand: log_only=['forest'] engine_only=['slavering branchsnapper'],6,0,1,0,2,0,0,0,2,0,0,0,0,ok,195
513,1,9,2,user_life,oppo_3,user_life,user_life: log=17 engine=18,8,2,0,0,2,2,1,0,0,0,1,0,0,ok,125
514,1,9,4,user_noncreatures,user_5,user_noncreatures,user_noncreatures: log_only=['glassworks'] engine_only=['nowhere to run'],8,4,0,0,4,4,3,0,0,0,3,0,1,ok,284
516,1,10,3,user_creatures,user_4,user_creatures,user_creatures: log_only=['wary watchdog'] engine_only=['flesh burrower'],5,2,1,1,3,2,0,0,1,0,0,0,0,ok,276
528,1,10,2,user_creatures,oppo_3,user_creatures,user_creatures: log_only=['reluctant role model'] engine_only=['fear of surveillance'],4,1,1,0,2,2,1,0,1,1,1,0,0,ok,256
543,1,9,2,oppo_life,user_3,oppo_life,oppo_life: log=17 engine=18,4,1,0,0,2,1,0,0,1,0,0,0,0,ok,365
547,1,9,6,oppo_hand,oppo_7,oppo_hand,oppo_hand: log=3 engine=1,4,2,2,0,4,4,3,3,2,2,3,3,1,ok,234
558,1,11,2,user_hand,user_3,user_hand,user_hand: log_only=['forest'] engine_only=['plains'],6,1,3,0,2,1,0,0,1,0,0,0,0,ok,267
564,1,8,3,user_creatures,oppo_4,user_creatures,user_creatures: log_only=['fear of surveillance'] engine_only=['living phone'],4,2,0,0,3,2,1,0,1,0,1,0,0,ok,410
569,1,9,2,user_creatures,oppo_3,user_creatures user_hand,"user_creatures: log_only=['moldering gym'] engine_only=['vanish from sight'] ; user_hand: log_only=[""duskmourn's domination""] engine_only=['overgrown zealot']",5,2,0,0,3,2,1,0,1,0,1,0,0,ok,308
593,1,7,4,oppo_life,user_5,oppo_life,oppo_life: log=11 engine=12,4,3,1,0,4,4,0,0,1,0,0,0,0,ok,151
604,1,9,2,user_life,oppo_3,user_life,user_life: log=17 engine=20,5,2,1,0,3,2,0,0,1,0,0,0,0,ok,254
621,1,10,2,user_lands,user_3,user_lands,user_lands: log_only=['forest'] engine_only=['swamp'],4,0,0,0,2,0,0,0,2,0,0,0,0,ok,376
624,1,7,2,user_creatures,user_3,user_creatures user_noncreatures user_hand,"user_creatures: log_only=['popular egotist', 'swamp'] engine_only=[] ; user_noncreatures: log_only=[] engine_only=['disturbing mirth'] ; user_hand: log_only=['mountain', 'popular egotist'] engine_only=['clockwork percussionist', 'spectral snatcher']",5,1,2,0,2,1,0,0,1,0,0,0,0,ok,184
629,1,9,4,user_hand,oppo_5,user_hand,user_hand: log_only=['fear of immobility'] engine_only=['island'],5,3,0,0,4,3,1,1,1,0,1,1,0,ok,272
633,1,10,2,user_hand,user_3,user_hand,user_hand: log_only=['forest'] engine_only=['mountain'],7,1,1,1,2,1,0,0,1,0,0,0,0,ok,351
634,1,9,2,user_hand,user_3,user_hand,user_hand: log_only=['mountain'] engine_only=['bashful beastie'],4,1,2,0,2,1,0,0,1,0,0,0,0,ok,182
638,1,7,4,user_creatures,user_5,user_creatures,user_creatures: log_only=['spirit'] engine_only=[],4,2,2,0,4,2,1,0,2,0,1,0,0,ok,147
646,1,8,2,user_hand,user_3,user_hand,"user_hand: log_only=['fear of isolation'] engine_only=['stay hidden, stay silent']",4,2,1,0,2,2,0,0,0,0,0,0,1,ok,153
647,1,11,2,user_hand,user_3,user_hand,user_hand: log_only=['unsettling twins'] engine_only=['unwilling vessel'],6,2,3,0,2,2,0,0,0,0,0,0,1,ok,322
650,1,8,2,user_lands,user_3,user_lands user_hand,"user_lands: log_only=['mountain'] engine_only=[] ; user_hand: log_only=['turn inside out'] engine_only=['bashful beastie', 'mountain']",4,1,1,0,2,1,0,0,1,0,0,0,1,ok,162
653,1,8,4,oppo_life,user_5,oppo_life user_creatures,oppo_life: log=16 engine=17 ; user_creatures: log_only=['spirit'] engine_only=[],5,3,0,0,4,3,1,0,1,0,1,0,0,ok,189
677,1,7,3,user_lands,user_4,user_lands user_creatures user_hand,user_lands: log_only=['forest'] engine_only=[] ; user_creatures: log_only=['glassworks'] engine_only=['omnivorous flytrap'] ; user_hand: log_only=[] engine_only=['defiant survivor'],3,1,2,0,3,1,0,0,2,0,0,0,1,ok,147
680,1,6,5,user_life,oppo_6,user_life oppo_life user_creatures user_noncreatures oppo_hand,user_life: log=21 engine=20 ; oppo_life: log=11 engine=12 ; user_creatures: log_only=['mountain'] engine_only=[] ; user_noncreatures: log_only=[] engine_only=['disturbing mirth'] ; oppo_hand: log=3 engine=4,4,4,1,1,5,5,4,0,1,0,4,0,1,ok,92
686,1,6,2,user_hand,user_3,user_hand,user_hand: log_only=['sawblade skinripper'] engine_only=['vengeful possession'],5,2,1,0,2,2,1,0,0,0,1,0,0,ok,109
688,1,9,3,user_life,user_4,user_life,user_life: log=20 engine=22,6,2,3,1,3,2,1,0,1,0,1,0,0,ok,234
712,1,8,4,user_life,oppo_5,user_life,user_life: log=18 engine=20,4,2,2,1,4,2,0,0,2,0,0,0,2,ok,299
726,1,6,3,oppo_hand,oppo_4,oppo_hand,oppo_hand: log=3 engine=4,5,2,1,0,3,2,1,0,1,0,1,0,2,ok,196
736,1,12,4,user_life,oppo_5,user_life,user_life: log=18 engine=16,5,3,1,0,4,3,0,0,1,0,0,0,0,ok,416
748,1,9,1,user_creatures,user_2,user_creatures,user_creatures: log_only=['bashful beastie'] engine_only=['threats around every corner'],5,0,2,0,1,0,0,0,1,0,0,0,0,ok,270
762,1,11,1,user_creatures,user_2,user_creatures,user_creatures: log_only=['daggermaw megalodon'] engine_only=['overlord of the hauntwoods'],9,0,1,0,1,0,0,0,1,0,0,0,0,ok,392
767,1,7,1,user_creatures,user_2,user_creatures,user_creatures: log_only=['forest'] engine_only=['monstrous emergence'],3,0,1,0,1,0,0,0,1,0,0,0,0,ok,119
786,1,6,2,user_life,user_3,user_life user_creatures,user_life: log=19 engine=18 ; user_creatures: log_only=[] engine_only=['fear of surveillance'],4,1,0,0,2,1,0,0,1,0,0,0,0,ok,108
801,1,12,2,user_creatures,oppo_3,user_creatures user_noncreatures,user_creatures: log_only=['fear of surveillance'] engine_only=[] ; user_noncreatures: log_only=[] engine_only=['unidentified hovership'],5,2,0,0,3,2,1,0,1,0,1,0,0,ok,314
822,1,8,3,user_creatures,user_4,user_creatures user_hand,"user_creatures: log_only=[""duskmourn's domination""] engine_only=['bottomless pool'] ; user_hand: log_only=[] engine_only=['island', 'rootwise survivor']",5,1,3,0,3,1,1,0,2,0,1,0,0,ok,299
825,1,7,1,user_life,oppo_2,user_life,user_life: log=18 engine=19,4,0,1,0,1,0,0,0,1,0,0,0,0,ok,175
826,1,8,3,oppo_life,user_4,oppo_life user_lands user_hand,oppo_life: log=15 engine=16 ; user_lands: log_only=['island'] engine_only=[] ; user_hand: log_only=[] engine_only=['island'],3,2,2,0,3,2,1,0,1,0,1,0,1,ok,123
830,1,12,3,user_creatures,user_4,user_creatures,user_creatures: log_only=['fear of isolation'] engine_only=['stalked researcher'],4,1,1,0,3,1,0,0,2,0,0,0,0,ok,249
836,1,8,3,oppo_life,user_4,oppo_life,oppo_life: log=18 engine=19,5,2,2,0,3,2,0,1,1,0,0,1,0,ok,230
839,1,7,4,oppo_life,user_5,oppo_life user_hand,oppo_life: log=16 engine=18 ; user_hand: log_only=['splitskin doll'] engine_only=[],6,3,0,0,4,4,0,3,1,0,0,3,0,ok,163
848,1,8,1,user_hand,user_2,user_hand,user_hand: log_only=['threats around every corner'] engine_only=['malevolent chandelier'],6,0,3,0,1,0,0,0,1,0,0,0,0,ok,252
858,1,6,2,oppo_hand,oppo_3,oppo_hand,oppo_hand: log=4 engine=5,4,2,1,0,3,2,1,0,1,0,1,0,1,ok,128
859,1,7,1,oppo_hand,oppo_2,oppo_hand,oppo_hand: log=5 engine=4,3,1,3,0,1,1,0,0,0,0,0,0,0,ok,218
886,1,9,2,oppo_life,user_3,oppo_life,oppo_life: log=18 engine=20,8,1,2,0,2,1,0,0,1,0,0,0,0,ok,260
956,1,9,3,user_hand,user_4,user_hand,"user_hand: log_only=['roaring furnace', 'trapped in the screen'] engine_only=['island']",4,1,1,0,3,1,0,0,2,0,0,0,0,ok,297
970,1,7,1,user_creatures,user_2,user_creatures,user_creatures: log_only=['drag to the roots'] engine_only=['island'],5,0,1,0,1,0,0,0,1,0,0,0,0,ok,242
977,1,10,4,user_lands,user_5,user_lands user_hand,user_lands: log_only=['island'] engine_only=[] ; user_hand: log_only=[] engine_only=['swamp'],7,2,1,0,4,2,0,0,2,0,0,0,1,ok,484
983,1,7,2,user_life,user_3,user_life user_creatures user_hand,user_life: log=18 engine=19 ; user_creatures: log_only=['insidious fungus'] engine_only=[] ; user_hand: log_only=[] engine_only=['insidious fungus'],4,0,0,0,2,0,0,0,2,0,0,0,1,ok,189
993,1,8,3,user_creatures,oppo_4,user_creatures,user_creatures: log_only=[] engine_only=['entity tracker'],6,2,4,0,4,2,1,0,2,0,1,0,0,ok,266
996,1,12,4,user_lands,user_5,user_lands user_creatures user_hand,user_lands: log_only=[] engine_only=['swamp'] ; user_creatures: log_only=['swamp'] engine_only=[] ; user_hand: log_only=['wickerfolk thresher'] engine_only=['forest'],7,3,2,2,4,4,0,2,1,0,0,2,1,ok,274
1027,1,8,2,user_life,oppo_3,user_life,user_life: log=17 engine=18,5,1,1,0,2,1,0,0,1,0,0,0,0,ok,279
1036,1,9,2,user_hand,oppo_3,user_hand,"user_hand: log_only=[] engine_only=[""don't make a sound""]",6,1,3,0,2,1,0,0,1,0,0,0,1,ok,290
1038,1,6,2,user_creatures,user_3,user_creatures,user_creatures: log_only=['spineseeker centipede'] engine_only=['insidious fungus'],4,1,0,0,2,1,0,0,1,0,0,0,0,ok,1188
1069,1,12,3,user_creatures,user_4,user_creatures,user_creatures: log_only=['glimmer seeker'] engine_only=['abhorrent oculus'],6,2,2,0,3,2,0,0,1,0,0,0,0,ok,1140
1075,1,8,3,user_life,user_4,user_life oppo_life user_creatures,"user_life: log=21 engine=20 ; oppo_life: log=19 engine=20 ; user_creatures: log_only=[""betrayer's bargain"", 'popular egotist'] engine_only=['innocuous rat']",4,2,1,0,3,2,0,0,1,0,0,0,0,ok,369
1079,1,15,2,user_lands,user_3,user_lands user_noncreatures user_hand,user_lands: log_only=['forest'] engine_only=[] ; user_noncreatures: log_only=[] engine_only=['glimmerlight'] ; user_hand: log_only=['glimmerlight'] engine_only=['forest'],9,1,2,0,2,1,0,0,1,0,0,0,0,ok,849
1090,1,7,1,oppo_life,user_2,oppo_life user_creatures,oppo_life: log=20 engine=19 ; user_creatures: log_only=['impossible inferno'] engine_only=['glassworks'],5,0,1,0,1,0,0,0,1,0,0,0,0,ok,279
1091,1,8,5,user_life,oppo_6,user_life oppo_hand,user_life: log=9 engine=10 ; oppo_hand: log=3 engine=1,5,4,2,1,4,5,1,0,1,0,1,0,0,ok,488
1099,1,7,2,user_creatures,user_3,user_creatures,"user_creatures: log_only=['plains', 'rampaging soulrager'] engine_only=['vanish from sight']",4,2,1,0,2,2,0,0,0,0,0,0,0,ok,232
1105,1,10,3,user_hand,oppo_4,user_hand,user_hand: log_only=['forest'] engine_only=['slavering branchsnapper'],4,0,1,1,3,1,0,0,3,0,0,0,0,ok,302
1106,1,6,3,user_creatures,oppo_4,user_creatures,"user_creatures: log_only=['toby, beastie befriender'] engine_only=['beast']",3,1,1,0,3,1,0,0,2,0,0,0,0,ok,201
1110,1,9,3,user_noncreatures,user_4,user_noncreatures user_hand,user_noncreatures: log_only=['overlord of the boilerbilges'] engine_only=[] ; user_hand: log_only=[] engine_only=['overlord of the boilerbilges'],6,2,1,0,3,2,0,0,1,0,0,0,1,ok,315
1112,1,14,2,user_creatures,user_3,user_creatures user_hand,user_creatures: log_only=['found footage'] engine_only=['keys to the house'] ; user_hand: log_only=['bleeding woods'] engine_only=['forest'],11,2,3,1,2,2,0,0,0,0,0,0,0,ok,785
1128,1,6,2,user_hand,user_3,user_hand,user_hand: log_only=['paranormal analyst'] engine_only=['island'],3,1,1,0,2,1,0,0,1,0,0,0,1,ok,140
1133,1,11,6,user_creatures,oppo_7,user_creatures user_noncreatures oppo_hand,user_creatures: log_only=['spectral snatcher'] engine_only=[] ; user_noncreatures: log_only=[] engine_only=['roaring furnace'] ; oppo_hand: log=2 engine=1,4,4,3,2,7,5,0,0,3,0,0,0,0,ok,588
1137,1,10,4,user_creatures,user_5,user_creatures user_hand,user_creatures: log_only=['cult healer'] engine_only=[] ; user_hand: log_only=[] engine_only=['island'],7,2,1,0,4,2,3,0,2,0,3,0,3,ok,352
1140,1,11,3,user_life,oppo_4,user_life user_noncreatures user_hand,user_life: log=18 engine=19 ; user_noncreatures: log_only=['nowhere to run'] engine_only=[] ; user_hand: log_only=[] engine_only=['nowhere to run'],5,1,2,0,3,1,0,0,2,0,0,0,0,ok,374
1144,1,11,2,oppo_life,user_3,oppo_life user_creatures user_noncreatures,oppo_life: log=18 engine=19 ; user_creatures: log_only=['clockwork percussionist'] engine_only=[] ; user_noncreatures: log_only=['surgical suite'] engine_only=[],7,1,0,0,2,1,2,0,1,0,2,0,1,ok,369
1155,1,5,2,user_creatures,user_3,user_creatures,user_creatures: log_only=['hand that feeds'] engine_only=['razorkin hordecaller'],4,1,1,0,2,1,0,0,1,0,0,0,0,ok,130
1170,1,7,3,user_life,user_4,user_life oppo_life,user_life: log=27 engine=25 ; oppo_life: log=8 engine=10,4,2,0,0,3,3,1,0,1,0,1,0,0,ok,186
1177,1,11,2,user_life,oppo_3,user_life user_creatures,user_life: log=18 engine=20 ; user_creatures: log_only=[] engine_only=['defiant survivor'],5,2,1,0,3,2,1,0,1,0,1,0,0,ok,251
1179,1,7,1,user_hand,user_2,user_hand,user_hand: log_only=['moldering gym'] engine_only=['tunnel surveyor'],5,0,0,0,1,0,0,0,1,0,0,0,0,ok,256
1184,1,9,3,user_life,oppo_4,user_life,user_life: log=10 engine=11,4,1,0,0,2,2,0,0,1,1,0,0,0,ok,183
1187,1,10,2,user_hand,oppo_3,user_hand,user_hand: log_only=['swamp'] engine_only=['final vengeance'],5,1,2,0,2,1,0,0,1,0,0,0,0,ok,233
1208,1,12,2,user_hand,user_3,user_hand,"user_hand: log_only=['vanish from sight', 'wary watchdog'] engine_only=['osseous sticktwister', 'slavering branchsnapper']",5,1,1,0,2,1,0,0,1,0,0,0,1,ok,317
1228,1,6,2,user_life,oppo_3,user_life,user_life: log=16 engine=18,4,1,2,1,2,1,0,0,1,0,0,0,1,ok,213
1236,1,6,3,oppo_hand,oppo_4,oppo_hand,oppo_hand: log=4 engine=3,5,3,0,0,3,3,0,0,0,0,0,0,0,ok,238
1271,1,8,2,oppo_life,user_3,oppo_life,oppo_life: log=19 engine=20,5,1,1,0,2,1,0,0,1,0,0,0,0,ok,222
1296,1,6,2,user_creatures,user_3,user_creatures,user_creatures: log_only=['the wandering rescuer'] engine_only=[],5,2,1,0,2,2,2,0,0,0,2,0,0,ok,201
1303,1,9,4,oppo_hand,oppo_5,oppo_hand,oppo_hand: log=4 engine=3,5,3,0,0,4,3,0,0,1,0,0,0,0,ok,352
1308,1,9,1,user_hand,user_2,user_hand,user_hand: log_only=['island'] engine_only=['hauntwoods shrieker'],5,1,2,0,1,1,0,0,0,0,0,0,0,ok,696
1311,1,11,1,user_hand,user_2,user_hand,"user_hand: log_only=['razorkin needlehead'] engine_only=['altanak, the thrice-called']",7,1,1,0,1,1,0,0,0,0,0,0,0,ok,228
1346,1,8,3,user_noncreatures,user_4,user_noncreatures,user_noncreatures: log_only=[] engine_only=['cracked skull'],5,2,3,1,3,2,0,0,1,0,0,0,0,ok,271
1348,1,10,4,user_life,oppo_5,user_life,user_life: log=14 engine=16,4,3,2,1,5,3,1,0,2,0,1,0,0,ok,308
1354,1,5,3,oppo_life,user_4,oppo_life,oppo_life: log=14 engine=15,3,2,1,0,3,2,2,0,1,0,2,0,0,ok,102
1385,1,5,5,,,,,3,3,0,0,4,4,1,1,1,1,1,0,1,ok,142
1397,1,8,2,user_hand,user_3,user_hand,user_hand: log_only=['house cartographer'] engine_only=['spineseeker centipede'],5,1,0,0,2,1,0,0,1,0,0,0,1,ok,278
1401,1,6,2,user_creatures,user_3,user_creatures,user_creatures: log_only=['hand that feeds'] engine_only=['vicious clown'],5,2,0,0,2,2,1,0,0,0,1,0,0,ok,192
1404,1,10,2,user_life,oppo_3,user_life,user_life: log=17 engine=18,8,1,1,0,2,1,0,0,1,0,0,0,0,ok,318
1415,1,8,1,user_hand,oppo_2,user_hand,user_hand: log_only=['forest'] engine_only=['slavering branchsnapper'],3,0,1,0,2,0,0,0,2,0,0,0,0,ok,148
1442,1,6,2,user_lands,user_3,user_lands,user_lands: log_only=['mountain'] engine_only=['swamp'],4,1,0,0,2,1,0,0,1,0,0,0,0,ok,162
1444,1,8,3,user_creatures,oppo_4,user_creatures user_hand,user_creatures: log_only=['swamp'] engine_only=['nowhere to run'] ; user_hand: log_only=['plains'] engine_only=['shepherding spirits'],4,3,0,0,3,3,1,0,0,0,1,0,0,ok,151
1445,1,8,2,user_creatures,oppo_3,user_creatures,user_creatures: log_only=['grand entryway'] engine_only=['fanatic of the harrowing'],5,1,2,0,3,1,0,0,2,0,0,0,0,ok,362
1464,1,7,2,user_life,oppo_3,user_life,user_life: log=18 engine=19,4,0,1,0,2,0,0,0,2,0,0,0,0,ok,295
1465,1,13,2,user_noncreatures,oppo_3,user_noncreatures user_hand,user_noncreatures: log_only=['underwater tunnel'] engine_only=[] ; user_hand: log_only=[] engine_only=['underwater tunnel'],7,1,4,0,2,1,0,0,1,0,0,0,0,ok,685
1483,1,10,3,user_hand,user_4,user_hand,user_hand: log_only=['island'] engine_only=['swamp'],5,2,3,1,3,2,0,0,1,0,0,0,0,ok,243
1484,1,12,4,user_life,oppo_5,user_life,user_life: log=17 engine=20,9,3,1,0,4,3,3,0,1,0,3,0,0,ok,527
