set	game	file	r	turns	lands	own_turns	attack_turns	precombat_drops_on_attack_turns	drops_on_attack_turns	lf_can_turns	lf_attack_turns	blk_pairs	blk_small
drill_M_L_n004_t04352	25	rec_drill_M_L_n004_t04352.jsonl	-1.0	13	3	6	4	2	2	4	4	2	0
drill_M_L_n004_t04352	26	rec_drill_M_L_n004_t04352.jsonl	-1.0	14	5	7	5	3	3	5	5	0	0
drill_M_L_n004_t04352	27	rec_drill_M_L_n004_t04352.jsonl	1.0	10	5	5	3	3	3	3	3	0	0
drill_M_L_n004_t04352	28	rec_drill_M_L_n004_t04352.jsonl	1.0	15	5	8	5	2	2	5	5	0	0
drill_M_L_n004_t04352	29	rec_drill_M_L_n004_t04352.jsonl	-1.0	11	5	5	3	3	3	3	3	0	0
drill_M_L_n004_t04352	30	rec_drill_M_L_n004_t04352.jsonl	-1.0	10	5	5	3	3	3	3	3	2	2
drill_M_L_n004_t04352	31	rec_drill_M_L_n004_t04352.jsonl	1.0	12	6	6	4	4	4	4	4	0	0
drill_M_L_n004_t04352	32	rec_drill_M_L_n004_t04352.jsonl	1.0	13	5	7	5	3	3	5	5	0	0
drill_M_L_n004_t04352	33	rec_drill_M_L_n004_t04352.jsonl	-1.0	11	5	5	3	3	3	3	3	0	0
drill_M_L_n004_t04352	34	rec_drill_M_L_n004_t04352.jsonl	1.0	13	6	7	6	5	5	6	6	0	0
drill_M_L_n004_t04352	35	rec_drill_M_L_n004_t04352.jsonl	-1.0	11	3	5	3	1	1	3	3	0	0
drill_M_L_n004_t04352	36	rec_drill_M_L_n004_t04352.jsonl	1.0	11	5	6	3	2	2	3	3	0	0
drill_M_L_n004_t04352	37	rec_drill_M_L_n004_t04352.jsonl	-1.0	11	5	5	3	3	3	3	3	1	1
drill_M_L_n004_t04352	38	rec_drill_M_L_n004_t04352.jsonl	1.0	11	5	6	5	4	4	5	5	0	0
drill_M_L_n004_t04352	39	rec_drill_M_L_n004_t04352.jsonl	1.0	12	5	6	5	4	4	5	5	2	0
drill_M_L_n004_t04352	40	rec_drill_M_L_n004_t04352.jsonl	1.0	11	5	6	4	3	3	4	4	0	0
drill_M_L_n004_t04352	41	rec_drill_M_L_n004_t04352.jsonl	1.0	12	4	6	5	3	3	5	5	0	0
drill_M_L_n004_t04352	42	rec_drill_M_L_n004_t04352.jsonl	1.0	11	6	6	5	5	5	5	5	0	0
drill_M_L_n004_t04352	43	rec_drill_M_L_n004_t04352.jsonl	-1.0	13	4	6	4	2	2	4	4	1	1
drill_M_L_n004_t04352	44	rec_drill_M_L_n004_t04352.jsonl	-1.0	12	3	6	4	1	1	4	4	1	0
drill_M_L_n004_t04352	45	rec_drill_M_L_n004_t04352.jsonl	-1.0	11	3	5	2	1	1	2	2	0	0
drill_M_L_n004_t04352	46	rec_drill_M_L_n004_t04352.jsonl	-1.0	10	5	5	3	3	3	3	3	0	0
drill_M_L_n004_t04352	47	rec_drill_M_L_n004_t04352.jsonl	-1.0	11	3	5	3	1	1	3	3	1	0
drill_M_L_n004_t04352	48	rec_drill_M_L_n004_t04352.jsonl	1.0	21	7	11	10	6	6	10	10	0	0
drill_M_L_n004_t04352	49	rec_drill_M_L_n004_t04352.jsonl	-1.0	13	3	6	4	1	1	4	4	0	0
