set	game	file	r	turns	lands	own_turns	attack_turns	precombat_drops_on_attack_turns	drops_on_attack_turns	lf_can_turns	lf_attack_turns	blk_pairs	blk_small
drill_M_L_n010_t04864	20	rec_drill_M_L_n010_t04864.jsonl	-1.0	16	5	8	6	3	3	6	6	4	1
drill_M_L_n010_t04864	21	rec_drill_M_L_n010_t04864.jsonl	1.0	16	6	8	3	1	1	3	3	3	1
drill_M_L_n010_t04864	22	rec_drill_M_L_n010_t04864.jsonl	1.0	15	7	8	7	6	6	7	7	1	0
drill_M_L_n010_t04864	23	rec_drill_M_L_n010_t04864.jsonl	-1.0	15	5	7	4	3	3	4	4	5	3
drill_M_L_n010_t04864	24	rec_drill_M_L_n010_t04864.jsonl	1.0	11	4	6	5	3	3	5	5	0	0
drill_M_L_n010_t04864	25	rec_drill_M_L_n010_t04864.jsonl	-1.0	17	3	8	4	2	2	4	4	7	3
drill_M_L_n010_t04864	26	rec_drill_M_L_n010_t04864.jsonl	1.0	15	4	8	6	2	2	6	6	4	4
drill_M_L_n010_t04864	27	rec_drill_M_L_n010_t04864.jsonl	1.0	12	5	6	4	3	3	4	4	1	1
drill_M_L_n010_t04864	28	rec_drill_M_L_n010_t04864.jsonl	-1.0	18	6	9	2	1	1	2	2	2	1
drill_M_L_n010_t04864	29	rec_drill_M_L_n010_t04864.jsonl	-1.0	13	6	6	0	0	0	0	0	4	3
drill_M_L_n010_t04864	30	rec_drill_M_L_n010_t04864.jsonl	-1.0	10	5	5	0	0	0	0	0	3	2
drill_M_L_n010_t04864	31	rec_drill_M_L_n010_t04864.jsonl	1.0	12	6	6	4	4	4	4	4	0	0
drill_M_L_n010_t04864	32	rec_drill_M_L_n010_t04864.jsonl	1.0	21	5	11	9	3	3	9	9	4	3
drill_M_L_n010_t04864	33	rec_drill_M_L_n010_t04864.jsonl	-1.0	13	6	6	0	0	0	0	0	2	0
drill_M_L_n010_t04864	34	rec_drill_M_L_n010_t04864.jsonl	1.0	17	7	9	8	6	6	8	8	4	4
drill_M_L_n010_t04864	35	rec_drill_M_L_n010_t04864.jsonl	1.0	14	4	7	5	2	2	5	5	3	2
drill_M_L_n010_t04864	36	rec_drill_M_L_n010_t04864.jsonl	1.0	11	5	6	3	2	2	3	3	0	0
drill_M_L_n010_t04864	37	rec_drill_M_L_n010_t04864.jsonl	-1.0	13	6	6	0	0	0	0	0	6	6
drill_M_L_n010_t04864	38	rec_drill_M_L_n010_t04864.jsonl	1.0	11	5	6	5	4	4	5	5	0	0
drill_M_L_n010_t04864	39	rec_drill_M_L_n010_t04864.jsonl	-1.0	17	7	8	7	6	6	7	7	5	2
drill_M_L_n010_t04864	40	rec_drill_M_L_n010_t04864.jsonl	-1.0	14	4	7	5	2	2	5	5	3	2
drill_M_L_n010_t04864	41	rec_drill_M_L_n010_t04864.jsonl	1.0	20	7	10	6	3	3	6	6	7	3
drill_M_L_n010_t04864	42	rec_drill_M_L_n010_t04864.jsonl	1.0	11	6	6	5	5	5	5	5	1	0
drill_M_L_n010_t04864	43	rec_drill_M_L_n010_t04864.jsonl	1.0	18	7	9	4	2	2	4	4	4	1
drill_M_L_n010_t04864	44	rec_drill_M_L_n010_t04864.jsonl	-1.0	14	4	7	5	2	2	5	5	3	1
drill_M_L_n010_t04864	45	rec_drill_M_L_n010_t04864.jsonl	-1.0	13	4	6	0	0	0	0	0	3	2
drill_M_L_n010_t04864	46	rec_drill_M_L_n010_t04864.jsonl	-1.0	16	5	8	2	0	0	2	2	4	2
drill_M_L_n010_t04864	47	rec_drill_M_L_n010_t04864.jsonl	-1.0	31	7	15	9	4	4	9	9	9	2
drill_M_L_n010_t04864	48	rec_drill_M_L_n010_t04864.jsonl	1.0	21	7	11	10	6	6	10	10	0	0
drill_M_L_n010_t04864	49	rec_drill_M_L_n010_t04864.jsonl	-1.0	15	5	7	2	1	1	2	2	3	2
