set	game	file	r	turns	creatures	first_creature_own_turn	lands_by4	lands	nin_windows	nin_taken	nin_opp_turns	flash_inst_off	flash_inst_taken	ctr_off	ctr_taken	rem_n	rem_best	selfrem_off	selfrem_taken	rh_blight
drill_M_D_n018_t05888	13	rec_drill_M_D_n018_t05888.jsonl	1.0	24	1	6	1	4	0	0	0	76	1	7	0	1	1	0	0	1
drill_M_D_n018_t05888	14	rec_drill_M_D_n018_t05888.jsonl	1.0	19	4	2	3	7	0	0	0	100	2	3	0	0	0	7	1	1
drill_M_D_n018_t05888	15	rec_drill_M_D_n018_t05888.jsonl	-1.0	35	0	None	2	9	0	0	1	180	1	8	0	3	2	0	0	0
drill_M_D_n018_t05888	16	rec_drill_M_D_n018_t05888.jsonl	-1.0	26	3	0	1	3	0	0	0	102	1	5	1	0	0	3	2	2
drill_M_D_n018_t05888	17	rec_drill_M_D_n018_t05888.jsonl	-1.0	17	3	1	4	6	0	0	0	91	0	6	0	1	0	0	0	0
drill_M_D_n018_t05888	18	rec_drill_M_D_n018_t05888.jsonl	-1.0	30	3	1	5	10	0	0	0	188	1	12	0	2	2	0	0	1
drill_M_D_n018_t05888	19	rec_drill_M_D_n018_t05888.jsonl	1.0	24	2	1	2	5	0	0	0	46	1	2	1	2	2	0	0	1
drill_M_D_n018_t05888	20	rec_drill_M_D_n018_t05888.jsonl	1.0	13	1	5	5	7	0	0	0	41	2	0	0	0	0	0	0	1
drill_M_D_n018_t05888	21	rec_drill_M_D_n018_t05888.jsonl	1.0	18	2	2	4	9	0	0	0	113	2	0	0	1	0	0	0	0
drill_M_D_n018_t05888	22	rec_drill_M_D_n018_t05888.jsonl	1.0	15	5	2	3	5	1	1	0	37	2	2	1	0	0	0	0	0
drill_M_D_n018_t05888	23	rec_drill_M_D_n018_t05888.jsonl	1.0	20	1	8	3	5	0	0	0	78	1	2	1	1	1	0	0	0
drill_M_D_n018_t05888	24	rec_drill_M_D_n018_t05888.jsonl	-1.0	26	3	1	5	7	0	0	0	171	2	10	2	0	0	0	0	0
drill_M_D_n018_t05888	25	rec_drill_M_D_n018_t05888.jsonl	-1.0	15	3	2	4	7	0	0	0	84	2	0	0	1	1	0	0	1
drill_M_D_n018_t05888	26	rec_drill_M_D_n018_t05888.jsonl	-1.0	18	1	5	5	9	0	0	0	87	1	0	0	0	0	1	1	1
drill_M_D_n018_t05888	27	rec_drill_M_D_n018_t05888.jsonl	-1.0	17	2	6	2	5	0	0	0	45	1	0	0	1	0	0	0	0
drill_M_D_n018_t05888	28	rec_drill_M_D_n018_t05888.jsonl	1.0	21	2	0	3	6	0	0	0	63	0	3	1	0	0	2	2	2
drill_M_D_n018_t05888	29	rec_drill_M_D_n018_t05888.jsonl	-1.0	15	1	7	4	6	0	0	1	12	1	0	0	0	0	0	0	0
drill_M_D_n018_t05888	30	rec_drill_M_D_n018_t05888.jsonl	-1.0	30	1	4	5	9	0	0	0	83	0	6	0	0	0	1	1	1
drill_M_D_n018_t05888	31	rec_drill_M_D_n018_t05888.jsonl	1.0	12	2	2	4	5	0	0	0	0	0	2	2	0	0	0	0	0
drill_M_D_n018_t05888	32	rec_drill_M_D_n018_t05888.jsonl	1.0	11	1	0	5	6	1	1	1	11	0	0	0	0	0	0	0	0
drill_M_D_n018_t05888	33	rec_drill_M_D_n018_t05888.jsonl	1.0	14	1	5	4	5	0	0	0	34	0	0	0	1	1	1	1	1
drill_M_D_n018_t05888	34	rec_drill_M_D_n018_t05888.jsonl	-1.0	16	2	1	3	4	0	0	0	42	1	2	0	0	0	1	1	1
drill_M_D_n018_t05888	35	rec_drill_M_D_n018_t05888.jsonl	1.0	12	4	1	4	4	0	0	0	23	2	2	1	1	1	0	0	0
drill_M_D_n018_t05888	36	rec_drill_M_D_n018_t05888.jsonl	-1.0	14	1	3	3	4	0	0	0	30	1	1	1	0	0	1	1	0
drill_M_D_n018_t05888	37	rec_drill_M_D_n018_t05888.jsonl	-1.0	21	1	1	3	6	0	0	0	58	1	1	0	0	0	1	1	1
drill_M_D_n018_t05888	38	rec_drill_M_D_n018_t05888.jsonl	1.0	17	5	0	4	8	2	2	0	67	2	4	1	0	0	1	1	1
drill_M_D_n018_t05888	39	rec_drill_M_D_n018_t05888.jsonl	-1.0	42	5	2	4	11	0	0	0	276	1	9	1	0	0	1	1	0
drill_M_D_n018_t05888	40	rec_drill_M_D_n018_t05888.jsonl	-1.0	16	0	None	5	8	0	0	0	81	0	0	0	1	1	0	0	0
drill_M_D_n018_t05888	41	rec_drill_M_D_n018_t05888.jsonl	-1.0	11	3	1	4	5	0	0	0	37	0	1	1	0	0	0	0	0
drill_M_D_n018_t05888	42	rec_drill_M_D_n018_t05888.jsonl	-1.0	14	2	2	5	7	0	0	0	57	2	0	0	0	0	0	0	0
drill_M_D_n018_t05888	43	rec_drill_M_D_n018_t05888.jsonl	1.0	28	2	5	4	12	0	0	0	141	2	8	0	0	0	1	1	0
drill_M_D_n018_t05888	44	rec_drill_M_D_n018_t05888.jsonl	1.0	15	2	0	3	5	3	3	3	51	0	0	0	1	1	0	0	0
drill_M_D_n018_t05888	45	rec_drill_M_D_n018_t05888.jsonl	-1.0	11	0	None	4	5	0	0	0	19	0	0	0	2	2	0	0	1
drill_M_D_n018_t05888	46	rec_drill_M_D_n018_t05888.jsonl	-1.0	16	1	1	5	5	0	0	0	34	1	1	1	1	1	0	0	1
drill_M_D_n018_t05888	47	rec_drill_M_D_n018_t05888.jsonl	-1.0	11	1	3	4	5	0	0	0	2	0	0	0	0	0	0	0	0
drill_M_D_n018_t05888	48	rec_drill_M_D_n018_t05888.jsonl	1.0	11	4	1	3	4	1	1	1	11	1	0	0	0	0	0	0	0
drill_M_D_n018_t05888	49	rec_drill_M_D_n018_t05888.jsonl	-1.0	15	0	None	2	3	0	0	0	39	1	0	0	3	3	0	0	0
