consult	file	k	class	src	partner	p_before	p_after	dp	dlogit	dlogit_raw	flip	argmax_before	argmax_after
5	7c_W0Base_p1.jsonl	2	type	Dromoka Warrior	Angelsong	0.153503	0.153503	0.000000	0.000000	0.000000	0	PASS	PASS
5	7c_W0Base_p1.jsonl	2	type	Dromoka Warrior	Will of the All-Hunter	0.153503	0.153503	0.000000	0.000000	0.000000	0	PASS	PASS
5	7c_W0Base_p1.jsonl	2	type	Dromoka Warrior	Last Breath	0.153503	0.153503	0.000000	0.000000	0.000000	0	PASS	PASS
5	7c_W0Base_p1.jsonl	2	type	Dromoka Warrior	Curtain of Light	0.153503	0.153503	0.000000	0.000000	0.000000	0	PASS	PASS
5	7c_W0Base_p1.jsonl	2	type	Dromoka Warrior	Unlikely Alliance	0.153503	0.153503	0.000000	0.000000	0.000000	0	PASS	PASS
5	7c_W0Base_p1.jsonl	2	type	Dromoka Warrior	Phalanx Tactics	0.153503	0.153503	0.000000	0.000000	0.000000	0	PASS	PASS
5	7c_W0Base_p1.jsonl	2	self_mana	Dromoka Warrior	2	0.153503	0.155517	0.002014	0.015418	0.015556	0	PASS	PASS
5	7c_W0Base_p1.jsonl	3	pt	Elite Vanguard	Eager Cadet	0.155888	0.155888	0.000000	0.000000	0.000000	0	PASS	PASS
5	7c_W0Base_p1.jsonl	3	type	Elite Vanguard	Strip Bare	0.155888	0.155888	0.000000	0.000000	0.000000	0	PASS	PASS
5	7c_W0Base_p1.jsonl	3	type	Elite Vanguard	Scent of Jasmine	0.155888	0.155888	0.000000	0.000000	0.000000	0	PASS	PASS
5	7c_W0Base_p1.jsonl	3	type	Elite Vanguard	Inheritance	0.155888	0.155888	0.000000	0.000000	0.000000	0	PASS	PASS
5	7c_W0Base_p1.jsonl	3	type	Elite Vanguard	Swallow Whole	0.155888	0.155888	0.000000	0.000000	0.000000	0	PASS	PASS
5	7c_W0Base_p1.jsonl	3	type	Elite Vanguard	Soul Snare	0.155888	0.155888	0.000000	0.000000	0.000000	0	PASS	PASS
5	7c_W0Base_p1.jsonl	3	type	Elite Vanguard	You Cannot Pass!	0.155888	0.155888	0.000000	0.000000	0.000000	0	PASS	PASS
5	7c_W0Base_p1.jsonl	3	type	Elite Vanguard	Burst of Energy	0.155888	0.155888	0.000000	0.000000	0.000000	0	PASS	PASS
5	7c_W0Base_p1.jsonl	3	type	Elite Vanguard	Gideon's Defeat	0.155888	0.155888	0.000000	0.000000	0.000000	0	PASS	PASS
5	7c_W0Base_p1.jsonl	3	self_mana	Elite Vanguard	3	0.155888	0.153870	0.002018	0.015418	0.015556	0	PASS	PASS
7	7c_W0Base_p1.jsonl	1	pt	Elite Vanguard	Eager Cadet	0.493624	0.493624	0.000000	0.000000	0.000000	0	PASS	PASS
7	7c_W0Base_p1.jsonl	1	type	Elite Vanguard	Strip Bare	0.493624	0.493624	0.000000	0.000000	0.000000	0	PASS	PASS
7	7c_W0Base_p1.jsonl	1	type	Elite Vanguard	Scent of Jasmine	0.493624	0.493624	0.000000	0.000000	0.000000	0	PASS	PASS
7	7c_W0Base_p1.jsonl	1	type	Elite Vanguard	Inheritance	0.493624	0.493624	0.000000	0.000000	0.000000	0	PASS	PASS
7	7c_W0Base_p1.jsonl	1	type	Elite Vanguard	Swallow Whole	0.493624	0.493624	0.000000	0.000000	0.000000	0	PASS	PASS
7	7c_W0Base_p1.jsonl	1	type	Elite Vanguard	Soul Snare	0.493624	0.493624	0.000000	0.000000	0.000000	0	PASS	PASS
7	7c_W0Base_p1.jsonl	1	type	Elite Vanguard	You Cannot Pass!	0.493624	0.493624	0.000000	0.000000	0.000000	0	PASS	PASS
7	7c_W0Base_p1.jsonl	1	type	Elite Vanguard	Burst of Energy	0.493624	0.493624	0.000000	0.000000	0.000000	0	PASS	PASS
7	7c_W0Base_p1.jsonl	1	type	Elite Vanguard	Gideon's Defeat	0.493624	0.493624	0.000000	0.000000	0.000000	0	PASS	PASS
7	7c_W0Base_p1.jsonl	1	self_mana	Elite Vanguard	1	0.493624	0.498913	0.005289	0.021157	0.021383	0	PASS	PASS
9	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Soul Parry	0.184623	0.184623	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	True Identity	0.184623	0.184623	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Angelsong	0.184623	0.184623	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Will of the All-Hunter	0.184623	0.184623	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Last Breath	0.184623	0.184623	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Curtain of Light	0.184623	0.184623	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Unlikely Alliance	0.184623	0.184623	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Phalanx Tactics	0.184623	0.184623	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	1	self_mana	Dromoka Warrior	1	0.184623	0.182318	0.002305	0.015384	0.015525	0	PASS	PASS
9	7c_W0Base_p1.jsonl	5	pt	Regal Unicorn	Pearled Unicorn	0.181804	0.181804	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	5	pt	Regal Unicorn	Those Who Serve	0.181804	0.181804	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	5	cost	Regal Unicorn	Armored Warhorse	0.181804	0.181804	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	5	cost	Regal Unicorn	Starfleet Crew	0.181804	0.181804	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	5	cost	Regal Unicorn	Kyoshi Warrior Guard	0.181804	0.181804	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	5	type	Regal Unicorn	Promise of Tomorrow	0.181804	0.181804	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	5	type	Regal Unicorn	Thorough Investigation	0.181804	0.181804	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	5	type	Regal Unicorn	We Ride at Dawn	0.181804	0.181804	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	5	type	Regal Unicorn	Charge of the Mites	0.181804	0.181804	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	5	type	Regal Unicorn	Phyrexian Unlife	0.181804	0.181804	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	5	type	Regal Unicorn	Dauntless Onslaught	0.181804	0.181804	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	5	type	Regal Unicorn	Sheer Drop	0.181804	0.181804	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	5	type	Regal Unicorn	Healing Hands	0.181804	0.181804	0.000000	0.000000	0.000000	0	PASS	PASS
9	7c_W0Base_p1.jsonl	5	self_mana	Regal Unicorn	5	0.181804	0.184103	0.002300	0.015384	0.015525	0	PASS	PASS
13	7c_W0Base_p1.jsonl	4	pt	Regal Unicorn	Pearled Unicorn	0.226381	0.226381	0.000000	0.000000	0.000000	0	PASS	PASS
13	7c_W0Base_p1.jsonl	4	pt	Regal Unicorn	Those Who Serve	0.226381	0.226381	0.000000	0.000000	0.000000	0	PASS	PASS
13	7c_W0Base_p1.jsonl	4	cost	Regal Unicorn	Armored Warhorse	0.226381	0.226381	0.000000	0.000000	0.000000	0	PASS	PASS
13	7c_W0Base_p1.jsonl	4	cost	Regal Unicorn	Starfleet Crew	0.226381	0.226381	0.000000	0.000000	0.000000	0	PASS	PASS
13	7c_W0Base_p1.jsonl	4	cost	Regal Unicorn	Kyoshi Warrior Guard	0.226381	0.226381	0.000000	0.000000	0.000000	0	PASS	PASS
13	7c_W0Base_p1.jsonl	4	type	Regal Unicorn	Promise of Tomorrow	0.226381	0.226381	0.000000	0.000000	0.000000	0	PASS	PASS
13	7c_W0Base_p1.jsonl	4	type	Regal Unicorn	Thorough Investigation	0.226381	0.226381	0.000000	0.000000	0.000000	0	PASS	PASS
13	7c_W0Base_p1.jsonl	4	type	Regal Unicorn	We Ride at Dawn	0.226381	0.226381	0.000000	0.000000	0.000000	0	PASS	PASS
13	7c_W0Base_p1.jsonl	4	type	Regal Unicorn	Charge of the Mites	0.226381	0.226381	0.000000	0.000000	0.000000	0	PASS	PASS
13	7c_W0Base_p1.jsonl	4	type	Regal Unicorn	Phyrexian Unlife	0.226381	0.226381	0.000000	0.000000	0.000000	0	PASS	PASS
13	7c_W0Base_p1.jsonl	4	type	Regal Unicorn	Dauntless Onslaught	0.226381	0.226381	0.000000	0.000000	0.000000	0	PASS	PASS
13	7c_W0Base_p1.jsonl	4	type	Regal Unicorn	Sheer Drop	0.226381	0.226381	0.000000	0.000000	0.000000	0	PASS	PASS
13	7c_W0Base_p1.jsonl	4	type	Regal Unicorn	Healing Hands	0.226381	0.226381	0.000000	0.000000	0.000000	0	PASS	PASS
13	7c_W0Base_p1.jsonl	4	self_mana	Regal Unicorn	4	0.226381	0.223704	0.002677	0.015350	0.015494	0	PASS	PASS
14	7c_W0Base_p1.jsonl	1	pt	Regal Unicorn	Pearled Unicorn	0.508338	0.508338	0.000000	0.000000	0.000000	0	SPELL	SPELL
14	7c_W0Base_p1.jsonl	1	pt	Regal Unicorn	Those Who Serve	0.508338	0.508338	0.000000	0.000000	0.000000	0	SPELL	SPELL
14	7c_W0Base_p1.jsonl	1	cost	Regal Unicorn	Armored Warhorse	0.508338	0.508338	0.000000	0.000000	0.000000	0	SPELL	SPELL
14	7c_W0Base_p1.jsonl	1	cost	Regal Unicorn	Starfleet Crew	0.508338	0.508338	0.000000	0.000000	0.000000	0	SPELL	SPELL
14	7c_W0Base_p1.jsonl	1	cost	Regal Unicorn	Kyoshi Warrior Guard	0.508338	0.508338	0.000000	0.000000	0.000000	0	SPELL	SPELL
14	7c_W0Base_p1.jsonl	1	type	Regal Unicorn	Promise of Tomorrow	0.508338	0.508338	0.000000	0.000000	0.000000	0	SPELL	SPELL
14	7c_W0Base_p1.jsonl	1	type	Regal Unicorn	Thorough Investigation	0.508338	0.508338	0.000000	0.000000	0.000000	0	SPELL	SPELL
14	7c_W0Base_p1.jsonl	1	type	Regal Unicorn	We Ride at Dawn	0.508338	0.508338	0.000000	0.000000	0.000000	0	SPELL	SPELL
14	7c_W0Base_p1.jsonl	1	type	Regal Unicorn	Charge of the Mites	0.508338	0.508338	0.000000	0.000000	0.000000	0	SPELL	SPELL
14	7c_W0Base_p1.jsonl	1	type	Regal Unicorn	Phyrexian Unlife	0.508338	0.508338	0.000000	0.000000	0.000000	0	SPELL	SPELL
14	7c_W0Base_p1.jsonl	1	type	Regal Unicorn	Dauntless Onslaught	0.508338	0.508338	0.000000	0.000000	0.000000	0	SPELL	SPELL
14	7c_W0Base_p1.jsonl	1	type	Regal Unicorn	Sheer Drop	0.508338	0.508338	0.000000	0.000000	0.000000	0	SPELL	SPELL
14	7c_W0Base_p1.jsonl	1	type	Regal Unicorn	Healing Hands	0.508338	0.508338	0.000000	0.000000	0.000000	0	SPELL	SPELL
14	7c_W0Base_p1.jsonl	1	self_mana	Regal Unicorn	1	0.508338	0.503090	0.005248	0.020996	0.021259	0	SPELL	SPELL
16	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Soul Parry	0.277494	0.277494	0.000000	0.000000	0.000000	0	PASS	PASS
16	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	True Identity	0.277494	0.277494	0.000000	0.000000	0.000000	0	PASS	PASS
16	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Angelsong	0.277494	0.277494	0.000000	0.000000	0.000000	0	PASS	PASS
16	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Will of the All-Hunter	0.277494	0.277494	0.000000	0.000000	0.000000	0	PASS	PASS
16	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Last Breath	0.277494	0.277494	0.000000	0.000000	0.000000	0	PASS	PASS
16	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Curtain of Light	0.277494	0.277494	0.000000	0.000000	0.000000	0	PASS	PASS
16	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Unlikely Alliance	0.277494	0.277494	0.000000	0.000000	0.000000	0	PASS	PASS
16	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Phalanx Tactics	0.277494	0.277494	0.000000	0.000000	0.000000	0	PASS	PASS
16	7c_W0Base_p1.jsonl	1	self_mana	Dromoka Warrior	1	0.277494	0.274563	0.002931	0.014669	0.014828	0	PASS	PASS
24	7c_W0Base_p1.jsonl	1	type	Blade of the Sixth Pride	Potion of Healing	0.359074	0.359074	0.000000	0.000000	0.000000	0	PASS	PASS
24	7c_W0Base_p1.jsonl	1	type	Blade of the Sixth Pride	Sonar Strike	0.359074	0.359074	0.000000	0.000000	0.000000	0	PASS	PASS
24	7c_W0Base_p1.jsonl	1	type	Blade of the Sixth Pride	Kellan's Lightblades	0.359074	0.359074	0.000000	0.000000	0.000000	0	PASS	PASS
24	7c_W0Base_p1.jsonl	1	type	Blade of the Sixth Pride	Font of Vigor	0.359074	0.359074	0.000000	0.000000	0.000000	0	PASS	PASS
24	7c_W0Base_p1.jsonl	1	type	Blade of the Sixth Pride	Clear	0.359074	0.359074	0.000000	0.000000	0.000000	0	PASS	PASS
24	7c_W0Base_p1.jsonl	1	type	Blade of the Sixth Pride	Defiant Stand	0.359074	0.359074	0.000000	0.000000	0.000000	0	PASS	PASS
24	7c_W0Base_p1.jsonl	1	type	Blade of the Sixth Pride	Swift Response	0.359074	0.359074	0.000000	0.000000	0.000000	0	PASS	PASS
24	7c_W0Base_p1.jsonl	1	type	Blade of the Sixth Pride	Absolute Grace	0.359074	0.359074	0.000000	0.000000	0.000000	0	PASS	PASS
24	7c_W0Base_p1.jsonl	1	self_mana	Blade of the Sixth Pride	1	0.359074	0.355936	0.003139	0.013664	0.013854	0	PASS	PASS
28	7c_W0Base_p1.jsonl	1	text	Glory Seeker	Story Seeker	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text_emb	Glory Seeker	Story Seeker	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text_kw	Glory Seeker	Story Seeker	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text	Glory Seeker	Bishop's Soldier	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text_emb	Glory Seeker	Bishop's Soldier	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text_kw	Glory Seeker	Bishop's Soldier	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text	Glory Seeker	Sun Sentinel	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text_emb	Glory Seeker	Sun Sentinel	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text_kw	Glory Seeker	Sun Sentinel	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text	Glory Seeker	Head of Security	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text_emb	Glory Seeker	Head of Security	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text_kw	Glory Seeker	Head of Security	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text	Glory Seeker	Agent of Atlas	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text_emb	Glory Seeker	Agent of Atlas	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text_kw	Glory Seeker	Agent of Atlas	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text	Glory Seeker	Huatli's Snubhorn	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text_emb	Glory Seeker	Huatli's Snubhorn	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text_kw	Glory Seeker	Huatli's Snubhorn	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text	Glory Seeker	Alabaster Host Sanctifier	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text_emb	Glory Seeker	Alabaster Host Sanctifier	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text_kw	Glory Seeker	Alabaster Host Sanctifier	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text	Glory Seeker	Mesa Unicorn	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text_emb	Glory Seeker	Mesa Unicorn	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	text_kw	Glory Seeker	Mesa Unicorn	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	pt	Glory Seeker	Starfleet Crew	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	pt	Glory Seeker	Kyoshi Warrior Guard	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	pt	Glory Seeker	Squire	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	cost	Glory Seeker	Pearled Unicorn	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	type	Glory Seeker	Nahiri's Machinations	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	type	Glory Seeker	Bathe in Light	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	type	Glory Seeker	Lumithread Field	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	type	Glory Seeker	Desperate Lunge	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	type	Glory Seeker	Steadfastness	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	type	Glory Seeker	Bovine Intervention	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	type	Glory Seeker	True Identity	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	type	Glory Seeker	Search for Dagger	0.543592	0.543591	0.000000	0.000000	0.000000	0	SPELL	SPELL
28	7c_W0Base_p1.jsonl	1	self_mana	Glory Seeker	1	0.543592	0.538771	0.004821	0.019414	0.019812	0	SPELL	SPELL
30	7c_W0Base_p1.jsonl	1	text	Foot Soldiers	Makindi Griffin	0.535775	0.535775	0.000000	0.000000	0.000000	0	SPELL	SPELL
30	7c_W0Base_p1.jsonl	1	text_emb	Foot Soldiers	Makindi Griffin	0.535775	0.535775	0.000000	0.000000	0.000000	0	SPELL	SPELL
30	7c_W0Base_p1.jsonl	1	text_kw	Foot Soldiers	Makindi Griffin	0.535775	0.535775	0.000000	0.000000	0.000000	0	SPELL	SPELL
30	7c_W0Base_p1.jsonl	1	pt	Foot Soldiers	Dutiful Servants	0.535775	0.535775	0.000000	0.000000	0.000000	0	SPELL	SPELL
30	7c_W0Base_p1.jsonl	1	pt	Foot Soldiers	Ironclad Krovod	0.535775	0.535775	0.000000	0.000000	0.000000	0	SPELL	SPELL
30	7c_W0Base_p1.jsonl	1	cost	Foot Soldiers	Those Who Serve	0.535775	0.535775	0.000000	0.000000	0.000000	0	SPELL	SPELL
30	7c_W0Base_p1.jsonl	1	type	Foot Soldiers	Crack in Time	0.535775	0.535775	0.000000	0.000000	0.000000	0	SPELL	SPELL
30	7c_W0Base_p1.jsonl	1	type	Foot Soldiers	Allied Reinforcements	0.535775	0.535775	0.000000	0.000000	0.000000	0	SPELL	SPELL
30	7c_W0Base_p1.jsonl	1	type	Foot Soldiers	Frantic Salvage	0.535775	0.535775	0.000000	0.000000	0.000000	0	SPELL	SPELL
30	7c_W0Base_p1.jsonl	1	type	Foot Soldiers	Replenish	0.535775	0.535775	0.000000	0.000000	0.000000	0	SPELL	SPELL
30	7c_W0Base_p1.jsonl	1	type	Foot Soldiers	Circle of Solace	0.535775	0.535775	0.000000	0.000000	0.000000	0	SPELL	SPELL
30	7c_W0Base_p1.jsonl	1	type	Foot Soldiers	Veiled Ascension	0.535775	0.535775	0.000000	0.000000	0.000000	0	SPELL	SPELL
